SKU,ASIN,UPC,Category,Title,Condition, Price ,Classification,AmazonSalesRank,AmazonLowestPrice,Brand,Manufacturer,ManufacturerPartNum,UserData10,UserData11,UserData2,UserData3,UserData4,UserData5,UserData6,UserData7,UserData8,UserData9,Weight,Ship wt, Est Margin ,% Margin
mon0000173927,B004AH2CFU,672042029365,Miscellaneous,Supermicro H8DMT+-O Motherboard,New, $ 349.99 ,AZ eCommerce One,,349.99,Supermicro,Supermicro,H8DMT+-O,1080,BULK, $ 230.00 ,57997,MB-H8DM+-B,H8DMT+-B,Supermicro,Opteron 2000,"Supermicro H8DMT+-B Dual Opteron 2000/ MCP55V Pro/ DDR2/ V&2GbE Server Motherboard, Bulk",5,5,5, $ 62.74 ,27%
mon0000175119,B002KTVFPI,872767002630,Miscellaneous,ARCTIC F8 PWM 80mm Case Fan,New, $ 10.25 ,AZ eCommerce One,,10.25,ARCTIC,Arctic,872767002630,,RETAIL, $ 4.89 ,93911,CA-F8PWM,F8 PWM,ARCTIC,80mm,ARCTIC F8 PWM 80x80x25mm Case Fan,0.5,0.22,1, $ 1.27 ,26%
mon0000175099,B005C1JQWA,672042053445,Miscellaneous,Supermicro BPN-827ADP-H8,New, $ 99.97 ,AZ eCommerce One,,99.97,Supermicro,Supermicro,BNL0002424,,BULK, $ 65.00 ,94367,CA-827ADP8,BPN-827ADP-H8,Supermicro,Accessory,Supermicro BPN-827ADP-H8 Hot-swap Adaptor Card for H8 Motherboard,0.5,2,2, $ 16.87 ,26%
mon0000175168,B00BL612OK,672042122783,Miscellaneous,Supermicro RSC-R2UW-2E8E16 2U WIO LHS,New, $ 89.99 ,AZ eCommerce One,,89.99,Supermicro,Supermicro,RSCR2UW2E8E16,,BULK, $ 59.00 ,94495,CA-R2UWE16,RSC-R2UW-2E8E16,Supermicro,Riser Card,Supermicro RSC-R2UW-2E8E16 2U LHS WIO PCI-Express x8 & PCI-Express x16 Riser Card,0.5,0.5,1, $ 14.94 ,25%
mon0000174290,B005IGZRHM,846813006477,Miscellaneous,Cooling Fan,New, $ 23.64 ,AZ eCommerce One,,14.4,iStarUSA,iStarUSA,DD-FAN60-Q,5.46,RETAIL, $ 14.00 ,59875,CA-DDFAN6Q,DD-FAN60-Q,iStarUSA,60mm,iStarUSA DD-FAN60-Q 60mm Liquid State Bearing Fan,1,0.5,1, $ 3.54 ,25%
mon0000174841,B00HUFK21A,886027003237,Miscellaneous,BitFenix Phenom BFC-PHM-300-KKXKK-RP No Power Supply MicroATX Tower Case (Black),New, $ 140.50 ,AZ eCommerce One,,130.55,Generic,Generic,CA-PHM300K,3712.5,RETAIL, $ 93.73 ,91923,CA-PHM300K,BFC-PHM-300-KKXKK-RP,BitFenix,Tower Case,BitFenix Phenom BFC-PHM-300-KKXKK-RP No Power Supply MicroATX Tower Case (Black),17,,0, $ 23.70 ,25%
mon0000173595,B00G87M976,818313018779,Miscellaneous,Gigabyte GA-H87N Desktop Motherboard - Intel H87 Express Chipset - Socket H3 LGA-1150 - 10 x Bulk Pack,New, $ 150.63 ,AZ eCommerce One,,124.89,Gigabyte,Gigabyte,GA-H87N-B,216,BULK, $ 99.91 ,53268,MB-H87N-B,GA-H87N-B,GIGABYTE,Socket 1150,GIGABYTE GA-H87N-B LGA1150/ Intel H87/ DDR3/ SATA3&USB3.0/ A&2GbE/ Mini-ITX Motherboard,1.61,1.6,2, $ 25.03 ,25%
mon0000173936,B000JTOZRG,672042011438,Miscellaneous,"Supermicro X7DVL-3 Motherboard, ATX 5000V DP XEON 771 16GB FBDDDR2 8XSAS XGI Z7",New, $ 499.99 ,AZ eCommerce One,,499.99,Supermicro,SUPERMICRO COMPUTER,X7DVL-3,796.25,RETAIL, $ 336.81 ,57997,MB-X7DVL3,X7DVL-3-O,Supermicro,LGA 771,Supermicro X7DVL-3 Dual LGA771 Xeon/ Intel 5000V/ FSB1333/ PCI-E/ V&2GbE/ ATX Server Motherboard,6,4.85,5, $ 83.43 ,25%
mon0000173512,B00887L5FQ,878294031884,Miscellaneous,Super Talent 8GB USB 3.0 Flash Disk Module,New, $ 25.02 ,AZ eCommerce One,,18.08,Super Talent,SUPER TALENT,ST3U08FDM1,,BULK, $ 15.45 ,11681,ST3U08FDM1,ST3U08FDM1,SUPER TALENT,3.0 USB Drive,Super Talent 8GB USB 3.0 Flash Disk Module (MLC),0.01,0,0, $ 3.82 ,25%
mon0000173481,B00EO2BCC0,878294033512,Miscellaneous,Super Talent 16GB Express Dram Disk USB 3.0 Flash Drive (MLC),New, $ 22.60 ,AZ eCommerce One,,22.6,Super Talent,SUPER TALENT,ST3U16RAM,,RETAIL, $ 13.39 ,11758,ST3U16RAM,ST3U16RAM(SZ),SUPER TALENT,3.0 USB Drive,Super Talent 16GB Express Dram Disk USB 3.0 Flash Drive (TLC),0.06,0.05,1, $ 3.27 ,24%
mon0000174987,B000U7F34Q,672042013982,Miscellaneous,Acc Superchassis 815Tq-560UB By Supermicro,New, $ 449.99 ,AZ eCommerce One,,449.99,Supermicro,Supermicro,CSE-815TQ-560UB,7344,RETAIL, $ 291.00 ,93064,CA-815T5UB,CSE-815TQ-560UB,Supermicro,1U,Supermicro CSE-815TQ-560UB 560W 1U Rackmount Server Chassis (Black),36,37.92,38, $ 68.59 ,24%
mon0000173898,B00BOJW01S,672042106226,Miscellaneous,Supermicro The Compact and Feature-Rich 4-Port Ethernet Controller,New, $ 249.99 ,AZ eCommerce One,,249.99,Supermicro,Supermicro,AOC-SGP-I4,96,BULK, $ 169.95 ,55784,AOC-SGP-I4,AOC-SGP-I4,Supermicro,Other,Supermicro AOC-SGP-I4 4-Port PCI-Express 2.1 x4 Gigabit Ethernet Controller Card,2,0.4,1, $ 39.99 ,24%
mon0000175228,B00IL2Z0B8,854190502703,Miscellaneous,Raidmax Cobra Z ATX-502WBR No Power Supply ATX Mid Tower Gaming Case (Black/Red),New, $ 98.07 ,AZ eCommerce One,,77.13,Raidmax,Raidmax,ATX-502WBR,4410,RETAIL, $ 65.92 ,97086,CA-502WBR,ATX-502WBR,Raidmax,Gaming Case,Raidmax Cobra Z ATX-502WBR No Power Supply ATX Mid Tower Gaming Case (Black/Red),15,,0, $ 15.44 ,23%
mon0000173690,B008XMY878,672042114740,Miscellaneous,Supermicro SuperServer F617R2-R72+ Barebone System - 4U Rack-mountable - Intel C602 Chipset - Socket R LGA-2011 - 2 x Pr,New," $ 11,241.99 ",AZ eCommerce One,,10990,Supermicro,Supermicro,SYS-F617R2-R72+,17865.62,RETAIL," $ 7,707.00 ",57520,SY-F617R2P,SYS-F617R2-R72+,Supermicro,4U,Supermicro SuperServer SYS-F617R2-R72+ Eight Node Dual LGA2011 1620W 4U Rackmount Server Barebone System (Black),240,150,150," $ 1,764.19 ",23%
mon0000175118,B00577YACA,672042055166,Miscellaneous,Supermicro Drive Bay Adapter - Internal - Black,New, $ 27.53 ,AZ eCommerce One,124691,21.79,Supermicro,SUPERMICRO COMPUTER,MCP-220-00075-0B,,BULK, $ 17.00 ,94268,CA-MCP227B,MCP-220-00075-0B,Supermicro,Accessory,"Supermicro MCP-220-00075-0B 3.5"" Hot-swap HDD Tray w/ Hollow-Panned Dummy (Black)",0.5,0.5,1, $ 3.85 ,23%
mon0000174529,B007B5PQO2,672042069545,Miscellaneous,Supermicro CBL-0171L 3M External Ipass Mini SAS X4 28AWG Cable,New, $ 95.95 ,AZ eCommerce One,,95.95,Supermicro,Supermicro,AIU0000030,,BULK, $ 65.00 ,75219,CA-CBL171L,CBL-0171L,Supermicro,Serial ATA Cable,Supermicro CBL-0171L 3m External IPASS Mini-SAS x4 28AWG Cable,1,,0, $ 14.56 ,22%
mon0000167625,B00IF15150,824142016008,OfficeProducts,Radeon R7 250XT 1GB GDDR5 (R72501GD5OC) -,New, $ 135.57 ,AZ eCommerce One,,135.57,MSI,MSI Video,ETM4001-R72501GD5OC,167.99,RETAIL, $ 91.67 ,64357,MSI-R725D1,R7 250 1GD5 OC,MSI,AMD,MSI AMD Radeon R7 250 OC 1GB GDDR5 VGA/DVI/HDMI PCI-Express Video Card,1.8,1.45,2, $ 20.46 ,22%
mon0000174640,B00CA8IRN2,719192192058,Miscellaneous,24EB23PM-B 24In LED LCD Monitor 16:10 1920X1200P 178/178 Viewing Angle 5MS 300 CD/M2 DVI-D D-SUB,New, $ 374.11 ,AZ eCommerce One,,347.17,LG,LG,24EB23PM,3268.13,RETAIL, $ 253.38 ,83286,LG-24EB23M,24EB23PM-B,LG Electronics,"23""-30"" LCD/LED Monitor","LG Electronics 24EB23PM-B 24 inch Widescreen 5,000,000:1 5ms VGA/DVI/DisplayPort/USB LED LCD Monitor, w/ Speakers (Black)",17,11.9,12, $ 56.01 ,22%
mon0000174590,B004LXK8JU,810689062882,Miscellaneous,PLANAR LCD DISPLAY - TFT ACTIVE MATRIX - 19 INCH - 1280 X1024 - 200 CD/M2 - 800:1 - 5,New, $ 708.09 ,AZ eCommerce One,673083,677.75,Planar Systems,PLANAR,997-6288-00LF,603.5,RETAIL, $ 486.16 ,82618,PL-LA1950R,997-6288-00LF,Planar,Touch Screen LCD/LED,Planar LA1950RTR 19 inch 800:1 5ms USB Touchscreen LCD Monitor (Black),20,12.79,13, $ 106.57 ,22%
mon0000173848,B000WM1Z1Y,672042007530,Miscellaneous,X7DBR-3 Server Board,New, $ 599.99 ,AZ eCommerce One,,599.99,Supermicro,Supermicro,MBD-X7DBR-3-B,,BULK, $ 415.00 ,56063,MB-X7DBR3B,X7DBR-3-B,Supermicro,LGA 771,"Supermicro X7DBR-3 Dual LGA771 Xeon/ Intel 5000P/ SAS/ V&2GbE/ EATX Motherboard, Bulk",4,6.2,7, $ 89.14 ,21%
mon0000175117,B0019CELE4,672042017102,Miscellaneous,Supermicro Accessory MCP-220-0,New, $ 27.29 ,AZ eCommerce One,,19.55,Supermicro,Supermicro,MCP-220-00024-0B,,BULK, $ 17.00 ,94268,CA-MCP224B,MCP-220-00024-0B,Supermicro,Accessory,"Supermicro MCP-220-00024-0B 3.5"" Hot-swap Hard Drive Tray (Black)",0.5,0.7,1, $ 3.65 ,21%
mon0000165547,B00IF0W04Q,718037773421,OfficeProducts,500GB 7200RPM 16MB SATA 6GB/S (WD5000AAKX) -,New, $ 81.99 ,AZ eCommerce One,,81.99,Western Digital,WESTERN DIGITAL,AAC0003-2793472,,BULK, $ 55.88 ,48550,HD-W50AAKX,WD5000AAKX,Western Digital,SATA,Western Digital Caviar Blue WD5000AAKX 500G 7200RPM SATA3/SATA 6.0 GB/s 16MB Hard Drive (3.5 inch),1,,0, $ 11.81 ,21%
mon0000174156,B00HVMJFH4,802700505508,Miscellaneous,Biostar A68I-450 DELUXE AMD Fusion APU 450D/ AMD A68/ DDR3/ SATA3&USB3.0/ A&V&GbE/ Mini-ITX,New, $ 90.69 ,AZ eCommerce One,,80.74,Generic,Generic,MB-A68I450,160,RETAIL, $ 62.32 ,58760,MB-A68I450,A68I-450 DELUXE,Biostar,CPU on Board Combo,Biostar A68I-450 DELUXE AMD Fusion APU 450D/ AMD A68/ DDR3/ SATA3&USB3.0/ A&V&GbE/ Mini-ITX Motherboard & CPU Combo,3,,0, $ 12.77 ,20%
mon0000173755,B000RLJ2LU,878294002396,Miscellaneous,Super Talent DDR2-667 512MB/64x8 ECC Samsung Chip Server Memory,New, $ 22.60 ,AZ eCommerce One,,22.6,Super Talent,SUPER TALENT,T667EA512S,7.59,BULK, $ 13.39 ,3375,T667EA512S,T667EA512S,SUPER TALENT,Server DDR2,Super Talent DDR2-667 512MB/64x8 ECC Samsung Chip Server Memory,0.06,1.9,2, $ 2.72 ,20%
mon0000174535,B000F1SC54,955984134015,Miscellaneous,Masscool UHB-340U/PS Hard Drive Enclosure,New, $ 29.78 ,AZ eCommerce One,,21.69,MassCool,Masscool by Fanner Tech,UHB-340U/PS,300,RETAIL, $ 18.54 ,76472,MS-340UPS,UHB-340UPS,Masscool,External Enclosure,MassCool UHB-340UPS 3.5 inch IDE & SATA to USB 2.0 External Hard Drive Enclosure (Black),2.5,2,2, $ 3.67 ,20%
mon0000175136,B000R3CRB0,672042000272,Miscellaneous,Supermicro SNK-P0020A4 Processor Cooler,New, $ 56.29 ,AZ eCommerce One,,50.25,Supermicro,Supermicro,SNK-P0020A4,,BULK, $ 37.00 ,94402,CA-SNKP20A,SNK-P0020A4,Supermicro,Server,Supermicro SNK-P0020A4 LGA771 3U+ Active Heatsink w/ PWM Fan,3,2.5,3, $ 7.20 ,19%
mon0000165541,B00IF0V8LC,718037799650,OfficeProducts,1TB 5400RPM 64MB SATA 6 GB/S WD RED (WD10EFRX) -,New, $ 103.99 ,AZ eCommerce One,,103.99,Western Digital,WESTERN DIGITAL,AAC0003-3336886,84.25,BULK, $ 72.36 ,47910,HD-W10EFRX,WD10EFRX,Western Digital,SATA,Western Digital Red WD10EFRX 1TB IntelliPower SATA3/SATA 6.0 GB/s 64MB Hard Drive (3.5 inch),1.09,,0, $ 14.03 ,19%
mon0000174731,B003TY95OG,844767012438,Miscellaneous,"Vantec NexStar 3 External HDD Case 2.5"", USB2.0 and eSATA, up to 250Gb (Blue)",New, $ 38.25 ,AZ eCommerce One,,38.25,Vantec,Vantec,NST-260U2-BL,,RETAIL, $ 24.72 ,76298,CA-260SUBL,NST-260SU-BL,Vantec,External Enclosure,Vantec NexStar-3 NST-260SU-BL 2.5 inch SATA to USB 2.0 & eSATA External Hard Drive Enclosure (Blue),1.5,1.35,2, $ 4.69 ,19%
mon0000165079,B00IF0OU6C,886227678396,OfficeProducts,ME173L-8G-BL A7/1.2 7TCH 1GB 8G AND BLUE (ME173L-8G-BL) -,New, $ 196.99 ,AZ eCommerce One,,196.99,Asus,Asus Computer,AAC4002-11306850,84.8,RETAIL, $ 139.05 ,38712,AS-ME1738B,ME173L-8G-BL,ASUS,Tablet PC,Asus MeMo Pad HD 7 ME173L-8G-BL 7.0 inch MediaTek MT8125 1.2GHz/ 1GB DDR3/ 8GB SSD/ Android 4.2 Jelly Bean Tablet (Blue),1.7,,0, $ 26.39 ,19%
mon0000175280,B0058AH9MO,672042059997,Miscellaneous,SUPERMICO PWS-704P-1R 1U REDUNDANT PWS PMBUS GOLD,New, $ 199.99 ,AZ eCommerce One,,199.99,Supermicro,Supermicro,672042059997,,BULK, $ 140.00 ,97573,PS-PWS74PR,PWS-704P-1R,Supermicro,Server,"Supermicro PWS-704P-1R 700W 1U Redundant Power Supply PWS Module, w/ PMBus",3.5,3.13,4, $ 25.79 ,18%
mon0000175341,B0077FJTPI,845659066218,Miscellaneous,"Ez-rack for 3.5"" Internal Sata Drive, Tray Less Design with Lock, Fit Into 5....",New, $ 25.22 ,AZ eCommerce One,,19.28,,Ez-Rack,,,RETAIL, $ 16.48 ,97665,HD-MRA200B,TOP-MRA200B,TOPOWER,Accessory,Topower i-Rack TOP-MRA200B For 3.5 inch HD No Enclosure Mobile Rack,1,,0, $ 2.96 ,18%
mon0000174085,B00HUFAIU0,802700505256,Miscellaneous,BIOSTAR HI-FI B85S3+ LGA1150/ Intel B85/ DDR3/ SATA3&USB3.0/ A&GbE/ MicroATX Motherboard,New, $ 100.01 ,AZ eCommerce One,,100.01,Generic,Generic,MB-HFB85S3,210,RETAIL, $ 70.56 ,58628,MB-HFB85S3,HI-FI B85S3+,Biostar,Socket 1150,BIOSTAR HI-FI B85S3+ LGA1150/ Intel B85/ DDR3/ SATA3&USB3.0/ A&GbE/ MicroATX Motherboard,3,,0, $ 12.45 ,18%
mon0000173471,B00HQPEWX8,735858253277,Miscellaneous,Intel BOXD2550DC2 Intel Atom D2550 1.86GHz/ Intel NM10/ DDR3/ A&V&GbE/ Mini-ITX Motherboard & CPU,New, $ 100.51 ,AZ eCommerce One,,90.56,Generic,Generic,MB-D2550DC,164.48,RETAIL, $ 71.07 ,53922,MB-D2550DC,BOXD2550DC2,Intel,CPU on Board Combo,Intel BOXD2550DC2 Intel Atom D2550 1.86GHz/ Intel NM10/ DDR3/ A&V&GbE/ Mini-ITX Motherboard & CPU Combo,2,,0, $ 12.36 ,17%
mon0000174952,B00DMC7X1W,886027009765,Miscellaneous,BitFenix BFC-PRO-300-RRWA-RP Red Prodigy Windowed Side Panel,New, $ 26.43 ,AZ eCommerce One,363168,20.49,BitFenix,BitFenix,,,RETAIL, $ 17.51 ,92396,CA-PR3OORR,BFC-PRO-300-RRWA-RP,BitFenix,Others,Bitfenix Prodigy BFC-PRO-300-RRWA-RP Window Side Panel (Red),3.13,,0, $ 2.96 ,17%
mon0000174600,B0065SMO8C,878294025470,Miscellaneous,iMicro SVGA HD15 M/M 50ft Cable,New, $ 30.45 ,AZ eCommerce One,,22,iMicro,IMICRO,SVGA-HD15-MM50,275.98,BULK, $ 19.05 ,75678,ST-VGA_M50,SVGA-HD15-MM50,iMicro,VGA Cable,iMicro SVGA-HD15-MM50 50ft HD15 Male to HD15 Male SVGA Cable (Black),3,3,3, $ 3.18 ,17%
mon0000166601,B00AIZ5D5O,672042119158,OfficeProducts,Supermicro SuperServer SYS-8047R-7JRFT,New," $ 3,899.99 ",AZ eCommerce One,,3899.99,Supermicro,Supermicro,SYS-8047R-7JRFT,19372.5,RETAIL," $ 2,805.00 ",57471,SY-847RJRT,SYS-8047R-7JRFT,Supermicro,4U,Supermicro SuperServer SYS-8047R-7JRFT Quad LGA2011 1620W 4U Rackmount/Tower Server Barebone System (Black),86,86,86, $ 460.69 ,16%
mon0000173521,B00GPTUM4O,878294034762,Miscellaneous,Super Talent 32GB Express ST1-3 USB 3.0 Flash Drive (TLC),New, $ 30.14 ,AZ eCommerce One,,23.2,Super Talent,SUPER TALENT,ST3U32S13(SZ),,RETAIL, $ 19.83 ,11769,ST3U32S13,ST3U32S13(SZ),SUPER TALENT,3.0 USB Drive,Super Talent 32GB Express ST1-3 USB 3.0 Flash Drive (TLC),0.06,0.06,1, $ 3.24 ,16%
mon0000173470,B00I2Z0T5Q,735858221610,Miscellaneous,"Intel BOXD2700MUD Atom Dual-Core D2700/ Intel NM10/ DDR3/ A&V&GbE/ Mini-ITX Motherboard, Retail",New, $ 107.27 ,AZ eCommerce One,,90.27,Generic,Generic,MB-D2700MU,288,RETAIL, $ 76.73 ,53909,MB-D2700MU,BOXD2700MUD,Intel,CPU on Board Combo,"Intel BOXD2700MUD Atom Dual-Core D2700/ Intel NM10/ DDR3/ A&V&GbE/ Mini-ITX Motherboard, Retail",1.5,,0, $ 12.45 ,16%
mon0000174970,B00CDIUC28,672042118977,Miscellaneous,Supermicro CSE-828TQ-R1K43LPB 2U SuperChassis,New," $ 1,099.99 ",AZ eCommerce One,,1099.99,Supermicro,Supermicro,CSE-828TQ-R1K43LPB,10989,RETAIL, $ 805.00 ,93278,CA-828TQKL,CSE-828TQ-R1K43LPB,Supermicro,2U,Supermicro SuperChassis CSE-828TQ-R1K43LPB 1400W 2U Rackmount Server Chassis (Black),53,0,0, $ 127.99 ,16%
mon0000174289,B008RRZK5I,846813032179,Miscellaneous,iStarUSA DD-FAN60-126025BM 60mm fan 38CFM 7000RPM 48dBA,New, $ 22.08 ,AZ eCommerce One,,16.64,ISTAR,iStarUSA,DD-FAN60-126025BM,,RETAIL, $ 14.00 ,59874,CA-DDFAN6M,DD-FAN60-126025BM,iStarUSA,60mm,iStarUSA DD-FAN60-126025BM 60mm 2-Balls Bearing Fan,1,1,1, $ 2.22 ,16%
mon0000174312,B002M1JQJG,846813006552,Miscellaneous,iStarUSA DD-FANGUARD-6 Cooling Fan Guard (DD-FANGUARD-6),New, $ 22.08 ,AZ eCommerce One,,16.64,ISTAR,iStarUSA,DD-FANGUARD-6,10.61,BULK, $ 14.00 ,59877,CA-DDFANG6,DD-FANGUARD-6,iStarUSA,Case Fan Accessory,iStarUSA DD-FANGUARD-6 60mm Fan Guard,1,1,1, $ 2.22 ,16%
mon0000175015,B000O8C9WA,672042012886,Miscellaneous,Supermicro SuperChassis CSE-815TQ-R450UB,New, $ 699.99 ,AZ eCommerce One,,699.99,Supermicro,Supermicro,CSE-815TQ-R450UB,7344,RETAIL, $ 497.00 ,93125,CA-815TQ4B,CSE-815TQ-R450UB,Supermicro,1U,Supermicro CSE-815TQ-R450UB 450W 1U Rackmount Server Chassis (Black),35,39.9,40, $ 73.99 ,15%
mon0000173843,B002HSFFRQ,672042024643,Miscellaneous,Supermicro SYS-5015B-MRB V1310035ZM,New, $ 561.79 ,AZ eCommerce One,,543,Supermicro,Supermicro,SYS-5015B-MRB,3220,RETAIL, $ 408.00 ,56931,SY-515BMRB,SYS-5015B-MRB,Supermicro,1U,Supermicro SuperServer SYS-5015B-MRB LGA775 200W 1U Rackmount  Server Barebone System (Black),17,15.6,16, $ 58.72 ,14%
mon0000170666,B004UG3BR4,766907526615,OfficeProducts,"ViewSonic PJD5223 XGA DLP Projector - 2700 Lumens, 3000:1 DCR, 120Hz/3D Ready, Speaker",New, $ 656.98 ,AZ eCommerce One,21162,656.98,ViewSonic,ViewSonic,PJD5223,893.75,RETAIL, $ 483.07 ,86749,PJ-VSD5223,PJD5223,ViewSonic,Projector & Screen,ViewSonic PJD5223 Portable XGA DLP Projector - 120 Hz and 3D-Ready,5.7,6.5,7, $ 69.51 ,14%
mon0000174801,B0088C7I20,766907579413,Miscellaneous,VIEWSONIC LCD DISPLAY - TFT ACTIVE MATRIX - 22 INCH - 1920 X 1080 - 250 CD/M2 (TYP) - 1000 VG2228WM-LED,New, $ 263.14 ,AZ eCommerce One,513148,263.14,ViewSonic,ViewSonic,VG2228WM-LED,2842.12,RETAIL, $ 187.46 ,85745,VIE-228LED,VG2228WM-LED,ViewSonic,"21.5""/22"" LCD/LED Monitor","ViewSonic VG2228WM-LED 22 inch Widescreen 10,000,000:1 5ms VGA/DVI/USB LED LCD Monitor, w/ Speakers (Black)",9.7,13.9,14, $ 26.51 ,14%
mon0000174564,B0062HLUMM,955975223117,Miscellaneous,"Masscool 2.5"" Aluminium Enclosure",New, $ 20.23 ,AZ eCommerce One,,20.23,MassCool,Masscool by Fanner Tech,UHB-2231,1.4,RETAIL, $ 12.88 ,76486,MS-UHB2231,UHB-2231,Masscool,External Enclosure,MassCool UHB-2231 2.5 inch SATA to Mini USB 3.0 External Hard Drive Enclosure (Black),0.4,0.5,1, $ 1.77 ,14%
mon0000168448,B00IF0P4Y4,766623161534,OfficeProducts,LYRIC SOLO BLUETOOTH 3.0 W/ 1 MICROPHONE (161534) -,New, $ 50.56 ,AZ eCommerce One,,38.29,MANHATTAN - STRATEGIC,MANHATTAN - STRATEGIC,AAC0003-3730274,69.16,RETAIL, $ 36.05 ,69784,MH-SOLOSPK,161534,Manhattan,Speaker & Headset,Manhattan 161534 Lyric Solo Stereo Speaker System w/ Bluetooth 3.0 (Silver and Black),0.44,,0, $ 4.93 ,14%
mon0000175348,B00EFIAKSA,886868000495,Miscellaneous,2U Rack Mountable Drawer SA-1902 with Lock,New, $ 117.24 ,AZ eCommerce One,,89,Norco,NORCO,SA-1902,2280,BULK, $ 74.00 ,97867,CA-SA1902,SA-1902,Norco,Accessory,Norco SA-1902 2U Drawer,14,25,25, $ 9.90 ,13%
mon0000173973,B006E0USCK,878294029324,Miscellaneous,Super Talent RAIDDrive II 1TB RAID0 PCI Express x8 Solid State Drive(MLC),New," $ 3,985.24 ",AZ eCommerce One,,3985.24,Super Talent,SUPER TALENT,878294029324,,RETAIL," $ 2,987.00 ",10313,R2S01T1,R2S01T1,SUPER TALENT,Enterprise SSD,Super Talent RAIDDrive II 1TB RAID0 PCI Express x8 Solid State Drive(MLC),4,1.54,2, $ 397.35 ,13%
mon0000174301,B00HQ68BZM,840777058473,Miscellaneous,Sapphire VAPOR-X AMD Radeon HD 7770 GHz Edition OC 1GB GDDR5 2DVI/HDMI/DisplayPort PCI-Express Video,New, $ 153.29 ,AZ eCommerce One,,133.29,Generic,Generic,AT-7770VPX,255.94,RETAIL, $ 113.30 ,63166,AT-7770VPX,11201-05-20G,Sapphire,AMD,Sapphire VAPOR-X AMD Radeon HD 7770 GHz Edition OC 1GB GDDR5 2DVI/HDMI/DisplayPort PCI-Express Video Card,1.7,,0, $ 15.00 ,13%
mon0000175251,B0073QBIO6,823884204346,Miscellaneous,CNPS 10X Optima - Prozessorkⁿhler,New, $ 39.27 ,AZ eCommerce One,,31.33,Zalman,Zalman,8809213763212,,RETAIL, $ 26.78 ,96196,FAN-10XOPT,CNPS10X OPTIMA,Zalman,LGA 1366,Zalman CNPS10X OPTIMA CPU Cooler For Intel Socket 2011/1155/1156/1150/1366/775 & AMD Socket FM1/AM3+/AM3/AM2+/AM2,3,1.94,2, $ 3.50 ,13%
mon0000173557,B003G4N41O,878094010546,Miscellaneous,Super Talent DDR3-1333 1GB/128x8 ECC/REG Samsung Chip Server Memory,New, $ 35.86 ,AZ eCommerce One,,28.92,Super Talent,SUPER TALENT,W13RA1G8S,,BULK, $ 24.72 ,948,W13RA1G8S,W13RA1G8S,SUPER TALENT,Server DDR3,Super Talent DDR3-1333 1GB/128x8 ECC/REG Samsung Chip Server Memory,0.08,0.08,1, $ 3.21 ,13%
mon0000173449,B0058G0K7O,878294025029,Miscellaneous,Super Talent DDR3-1333 2GB/256Mx8 CL9 Samsung Chip Memory,New, $ 35.85 ,AZ eCommerce One,,35.85,Super Talent,SUPER TALENT,W1333UA2GS,,BULK, $ 24.72 ,88,W1333UA2GS,W1333UA2GS,SUPER TALENT,DDR3 1333,Super Talent DDR3-1333 2GB/256Mx8 CL9 Samsung Chip Memory,0.08,0.08,1, $ 3.20 ,13%
mon0000173527,B003G4P7O6,878294015679,Miscellaneous,Super Talent DDR3-1333 2GB/256x4 ECC/REG Micron Chip Server Memory,New, $ 37.07 ,AZ eCommerce One,,30.13,Super Talent,SUPER TALENT,W13RA2G4M,,BULK, $ 25.75 ,939,W13RA2G4M,W13RA2G4M,SUPER TALENT,Server DDR3,Super Talent DDR3-1333 2GB/256x4 ECC/REG Micron Chip Server Memory,0.08,0.08,1, $ 3.21 ,12%
mon0000175116,B0027T1Y02,872767002333,Miscellaneous,ARCTIC F8 Pro 80mm Case Fan,New, $ 8.79 ,AZ eCommerce One,,8.79,ARCTIC,Arctic,AFACO-08P00-GBA01,,RETAIL, $ 4.38 ,93909,CA-F8,ARCTIC F8,ARCTIC,80mm,ARCTIC F8 80mm Case Fan,0.23,0.18,1, $ 0.54 ,12%
mon0000175182,B0028MIEHO,672042019335,Miscellaneous,Supermicro UIO Riser Card,New, $ 101.99 ,AZ eCommerce One,,101.99,Supermicro,Supermicro,672042019335,,BULK, $ 75.00 ,94496,CA-R2UUA3X,RSC-R2UU-A3XE8,Supermicro,Riser Card,Supermicro RSC-R2UU-A3XE8 2U Left Slot Riser Card,1,0.44,1, $ 9.14 ,12%
mon0000175328,B002220APE,672042010363,Miscellaneous,Supermicro PWS-451-1R 450W Redundant 1U Power Supply,New, $ 169.91 ,AZ eCommerce One,,163.97,Supermicro,Supermicro,PWS-451-1R,,BULK, $ 125.00 ,97598,PS-PWS45R,PWS-451-1R,Supermicro,Server,Supermicro PWS-451-1R 450W 1U Redundant Power Supply Module w/ PFC & Backplane,4.5,3.41,4, $ 15.22 ,12%
mon0000175094,B005B0H2X2,672042075850,Miscellaneous,Supermicro BPN-SAS2-826EL1 Backplane,New, $ 405.91 ,AZ eCommerce One,532206,396.99,Supermicro,Supermicro,BPN-SAS2-826EL1,,BULK, $ 303.00 ,94366,CA-SAS82L1,BPN-SAS2-826EL1,Supermicro,Accessory,Supermicro BPN-SAS2-826EL1 2U SAS2 Backplane for SC826,0.5,6,6, $ 36.72 ,12%
